,d,Geographic Area N,Total,Male,Female,Total Under 18 year,Male Under 18 year,Female Under 18 year,Total 60 years and over,Male 60 years and over,Female 60 years and over,Median age (years),Sex ratio (males per 100 females),Age dependency ratio,Old-age dependency ratio,Child dependency ratio,county_state_name,full_county_fips,percent_under18,percent_over60,COUNTYFIPS,hospital_bed_count,hospital_count
252,0500000US13095,"Dougherty County, Georgia",91243,42037,49206,21221,11059,10162,19136,8416,10720,35.0,85.4,62.6,24.8,37.8,"Dougherty County, Georgia",13095,23.257674561336213,20.972567758622578,13095,939.0,2.0
253,0500000US13151,"Henry County, Georgia",230220,109288,120932,58951,30024,28927,39004,16766,22238,37.6,90.4,58.8,18.1,40.7,"Henry County, Georgia",13151,25.606376509425765,16.942055425245417,13151,265.0,2.0
254,0500000US13153,"Houston County, Georgia",155469,77540,77929,38789,20299,18490,27113,10745,16368,36.1,99.5,58.1,18.7,39.5,"Houston County, Georgia",13153,24.949668422643743,17.439489544539427,13153,276.0,2.0
255,0500000US17183,"Vermilion County, Illinois",76806,38315,38491,18046,9063,8983,19695,9344,10351,40.4,99.5,76.1,34.8,41.4,"Vermilion County, Illinois",17183,23.495560242689372,25.642527927505665,17183,447.0,3.0
256,0500000US17197,"Will County, Illinois",692310,343985,348325,171783,87793,83990,132395,62288,70107,38.1,98.8,61.0,21.0,39.9,"Will County, Illinois",17197,24.813017289942366,19.123658476693965,17197,917.0,3.0
257,0500000US18141,"St. Joseph County, Indiana",270771,131804,138967,64262,32612,31650,61059,27291,33768,37.0,94.8,65.8,26.4,39.3,"St. Joseph County, Indiana",18141,23.732969926616956,22.55005151954973,18141,811.0,6.0
258,0500000US19163,"Scott County, Iowa",173283,85093,88190,41322,21114,20208,39142,17789,21353,38.3,96.5,66.0,26.4,39.6,"Scott County, Iowa",19163,23.846540052976923,22.588482424704097,19163,1193.0,4.0
259,0500000US23019,"Penobscot County, Maine",151096,75100,75996,26744,13763,12981,39016,18765,20251,42.2,98.8,56.4,28.7,27.7,"Penobscot County, Maine",23019,17.700005294647113,25.82199396410229,23019,773.0,6.0
260,0500000US26111,"Midland County, Michigan",83209,40637,42572,18229,9104,9125,21712,9602,12110,41.8,95.5,68.3,31.4,36.9,"Midland County, Michigan",26111,21.907485969065846,26.093331250225337,26111,308.0,1.0
261,0500000US26115,"Monroe County, Michigan",150439,74423,76016,32182,16444,15738,37931,17071,20860,42.5,97.9,65.8,30.4,35.5,"Monroe County, Michigan",26115,21.39205923995772,25.213541701287568,26115,217.0,1.0
262,0500000US27145,"Stearns County, Minnesota",159256,80139,79117,36702,18753,17949,33166,15870,17296,34.9,101.3,61.6,24.3,37.2,"Stearns County, Minnesota",27145,23.045913497764605,20.82558898879791,27145,588.0,5.0
264,0500000US36101,"Steuben County, New York",95796,48423,47373,20389,10604,9785,25936,12422,13514,42.9,102.2,68.8,32.9,35.9,"Steuben County, New York",36101,21.283769677230783,27.07419934026473,36101,214.0,4.0
265,0500000US37097,"Iredell County, North Carolina",178435,87384,91051,41060,20452,20608,38571,17667,20904,40.0,96.0,62.9,25.4,37.5,"Iredell County, North Carolina",37097,23.01118054193404,21.616274833973158,37097,501.0,3.0
266,0500000US38017,"Cass County, North Dakota",181516,93155,88361,40853,21744,19109,32467,14596,17871,32.4,105.4,52.5,18.1,34.3,"Cass County, North Dakota",38017,22.506555895898984,17.886577491791357,38017,1262.0,6.0
267,0500000US38101,"Ward County, North Dakota",67744,36023,31721,15949,8526,7423,11673,5556,6117,31.4,113.6,56.3,19.5,36.8,"Ward County, North Dakota",38101,23.543044402456307,17.23104629192253,38101,527.0,3.0
268,0500000US41051,"Multnomah County, Oregon",811880,402662,409218,152900,78846,74054,151776,69823,81953,37.6,98.4,47.6,19.8,27.8,"Multnomah County, Oregon",41051,18.832832438291373,18.69438833325122,41051,1978.0,7.0
269,0500000US42021,"Cambria County, Pennsylvania",131730,65065,66665,25226,12802,12424,40498,18453,22045,45.9,97.6,71.4,38.6,32.8,"Cambria County, Pennsylvania",42021,19.149776057086466,30.743186821528884,42021,594.0,4.0
270,0500000US48485,"Wichita County, Texas",132064,67373,64691,29552,14277,15275,26659,12257,14402,34.5,104.1,58.4,23.0,35.5,"Wichita County, Texas",48485,22.377029319118,20.18642476375091,48485,559.0,6.0
271,0500000US51015,"Augusta County, Virginia",75457,38441,37016,14362,7249,7113,22335,10932,11403,45.3,103.8,67.7,35.8,31.9,"Augusta County, Virginia",51015,19.033356746226325,29.599639529798427,51015,255.0,1.0
272,0500000US51550,"Chesapeake city, Virginia",242634,118384,124250,58199,29036,29163,46358,20700,25658,37.1,95.3,59.2,21.0,38.2,"Chesapeake city, Virginia",51550,23.986333325090463,19.106143409415,51550,310.0,1.0
273,0500000US51770,"Roanoke city, Virginia",99920,47479,52441,22229,11792,10437,23748,9252,14496,38.1,90.5,64.4,27.8,36.6,"Roanoke city, Virginia",51770,22.24679743795036,23.76701361088871,51770,934.0,2.0
274,0500000US54011,"Cabell County, West Virginia",93224,44918,48306,18444,9385,9059,22698,10094,12604,38.3,93.0,61.3,29.4,31.9,"Cabell County, West Virginia",54011,19.784604822792414,24.34780743156269,54011,1051.0,6.0
275,0500000US55141,"Wood County, Wisconsin",73055,36342,36713,15666,7802,7864,20220,9261,10959,43.9,99.0,72.1,35.2,36.9,"Wood County, Wisconsin",55141,21.444117445760043,27.67777701731572,55141,619.0,3.0
276,0500000US01083,"Limestone County, Alabama",96174,49198,46976,22441,12403,10038,20633,9234,11399,38.8,104.7,64.0,25.7,38.3,"Limestone County, Alabama",01083,23.333749246158007,21.453823278640797,01083,102.0,2.0
277,0500000US05051,"Garland County, Arkansas",99154,47098,52056,19787,9513,10274,31751,14567,17184,44.6,90.5,75.9,40.8,35.1,"Garland County, Arkansas",05051,19.95582629041693,32.021905318998726,05051,646.0,6.0
278,0500000US08069,"Larimer County, Colorado",350518,174084,176434,68998,34824,34174,77279,36110,41169,36.4,98.7,54.7,24.3,30.5,"Larimer County, Colorado",08069,19.684581105677882,22.04708460050554,08069,725.0,8.0
279,0500000US12035,"Flagler County, Florida",112067,53523,58544,19130,9349,9781,43227,20553,22674,51.8,91.4,94.6,61.4,33.2,"Flagler County, Florida",12035,17.070145537937126,38.57246111701036,12035,99.0,1.0
280,0500000US17201,"Winnebago County, Illinois",284081,138909,145172,66289,33973,32316,70425,32785,37640,39.5,95.7,68.9,29.5,39.4,"Winnebago County, Illinois",17201,23.33454190882178,24.790464691408438,17201,907.0,4.0
281,0500000US24025,"Harford County, Maryland",253956,124169,129787,56172,29010,27162,60001,26772,33229,40.9,95.7,63.0,27.0,36.1,"Harford County, Maryland",24025,22.11879223172518,23.626533730252486,24025,255.0,2.0
282,0500000US30031,"Gallatin County, Montana",111876,57812,54064,22863,11820,11043,21230,10263,10967,33.8,106.9,50.0,19.3,30.7,"Gallatin County, Montana",30031,20.436018448997103,18.976366691694377,30031,90.0,2.0
283,0500000US37157,"Rockingham County, North Carolina",90690,43957,46733,18386,9986,8400,26012,11607,14405,44.3,94.1,69.0,34.7,34.3,"Rockingham County, North Carolina",37157,20.273459036277426,28.68232440180836,37157,352.0,2.0
284,0500000US39155,"Trumbull County, Ohio",198627,96599,102028,40677,20828,19849,57963,25991,31972,44.6,94.7,73.0,37.6,35.4,"Trumbull County, Ohio",39155,20.479088945611622,29.181833285504993,39155,693.0,5.0
285,0500000US42019,"Butler County, Pennsylvania",187888,93038,94850,37515,19368,18147,51254,24348,26906,43.7,98.1,62.8,30.3,32.5,"Butler County, Pennsylvania",42019,19.96668227880439,27.27901728689432,42019,296.0,1.0
286,0500000US42049,"Erie County, Pennsylvania",272061,133664,138397,58107,29078,29029,67077,30496,36581,40.0,96.6,64.9,29.6,35.2,"Erie County, Pennsylvania",42049,21.358077784026378,24.65513248866982,42049,1223.0,9.0
287,0500000US42079,"Luzerne County, Pennsylvania",317646,156745,160901,62768,31610,31158,86259,39059,47200,43.2,97.4,65.9,33.1,32.8,"Luzerne County, Pennsylvania",42079,19.76036216417018,27.155701630116546,42079,1247.0,8.0
288,0500000US45055,"Kershaw County, South Carolina",65592,32806,32786,15115,8735,6380,16382,7813,8569,41.8,100.1,70.2,30.9,39.2,"Kershaw County, South Carolina",45055,23.04396877668008,24.975606781314795,45055,121.0,1.0
289,0500000US51107,"Loudoun County, Virginia",406850,201651,205199,114958,58570,56388,56737,25168,31569,36.4,98.3,60.1,14.8,45.2,"Loudoun County, Virginia",51107,28.255622465282045,13.945434435295564,51107,462.0,4.0
290,0500000US01073,"Jefferson County, Alabama",659300,312159,347141,149547,76381,73166,150188,63722,86466,38.2,89.9,62.8,25.8,36.9,"Jefferson County, Alabama",01073,22.682693766115577,22.77991809494919,01073,4926.0,13.0
291,0500000US04013,"Maricopa County, Arizona",4410824,2181974,2228850,1052785,537712,515073,918193,419848,498345,36.6,97.9,64.0,24.9,39.2,"Maricopa County, Arizona",04013,23.868216006805078,20.816813366391404,04013,9767.0,56.0
292,0500000US05069,"Jefferson County, Arkansas",68114,33440,34674,14884,7209,7675,16976,7723,9253,40.1,96.4,63.9,28.1,35.8,"Jefferson County, Arkansas",05069,21.85160172651731,24.922923334409962,05069,498.0,2.0
293,0500000US05145,"White County, Arkansas",78727,38110,40617,18295,9817,8478,16644,7140,9504,36.9,93.8,63.6,25.6,38.0,"White County, Arkansas",05145,23.23853315889085,21.141412730067195,05145,506.0,3.0
294,0500000US06079,"San Luis Obispo County, California",284010,143754,140256,49675,25467,24208,77677,36813,40864,39.6,102.5,60.7,32.6,28.1,"San Luis Obispo County, California",06079,17.49058131755924,27.350093306573715,06079,1747.0,6.0
295,0500000US08014,"Broomfield County, Colorado",69267,34710,34557,15867,8028,7839,12749,5690,7059,37.5,100.4,58.2,22.0,36.2,"Broomfield County, Colorado",08014,22.907011997054873,18.405589963474668,08014,92.0,1.0
296,0500000US09009,"New Haven County, Connecticut",857620,412943,444677,173312,88522,84790,209557,91426,118131,40.5,92.9,60.1,27.8,32.4,"New Haven County, Connecticut",09009,20.208483943937875,24.434714675497307,09009,3045.0,8.0
297,0500000US12061,"Indian River County, Florida",157413,76541,80872,25217,14327,10890,67498,30121,37377,54.5,94.6,94.8,63.6,31.2,"Indian River County, Florida",12061,16.019642596227758,42.879558867437886,12061,612.0,4.0
298,0500000US13021,"Bibb County, Georgia",153095,72997,80098,37623,20014,17609,34017,14589,19428,36.3,91.1,67.3,26.2,41.1,"Bibb County, Georgia",13021,24.574937130539862,22.21953688885986,13021,1294.0,8.0
299,0500000US13089,"DeKalb County, Georgia",756558,356943,399615,175679,88535,87144,137985,57075,80910,35.9,89.3,55.4,19.3,36.1,"DeKalb County, Georgia",13089,23.22082378350371,18.238522360479966,13089,2604.0,14.0
300,0500000US13127,"Glynn County, Georgia",85219,38778,46441,18678,8522,10156,22790,10144,12646,40.3,83.5,71.9,34.2,37.7,"Glynn County, Georgia",13127,21.91764747298138,26.742862507187365,13127,401.0,2.0
301,0500000US16001,"Ada County, Idaho",469966,235896,234070,111023,57949,53074,93661,44237,49424,37.4,100.8,61.2,23.2,38.1,"Ada County, Idaho",16001,23.62362383661797,19.92931403548342,16001,1354.0,8.0
302,0500000US17111,"McHenry County, Illinois",308570,153957,154613,72282,37560,34722,65093,30172,34921,40.9,99.6,61.0,23.3,37.7,"McHenry County, Illinois",17111,23.424830670512364,21.095051365978545,17111,343.0,3.0
303,0500000US17179,"Tazewell County, Illinois",132328,65006,67322,29733,15147,14586,34926,15848,19078,41.0,96.6,71.1,32.7,38.4,"Tazewell County, Illinois",17179,22.46916752312436,26.393507043105014,17179,150.0,2.0
304,0500000US18053,"Grant County, Indiana",65936,31214,34722,13607,6591,7016,17037,7533,9504,41.4,89.9,65.7,31.5,34.2,"Grant County, Indiana",18053,20.63667799077894,25.83869206503276,18053,113.0,2.0
305,0500000US18081,"Johnson County, Indiana",156225,76121,80104,39191,20017,19174,31561,13613,17948,37.1,95.0,65.6,24.1,41.6,"Johnson County, Indiana",18081,25.086253800608098,20.20227236357817,18081,275.0,3.0
306,0500000US19103,"Johnson County, Iowa",151260,75678,75582,30182,16449,13733,25643,11202,14441,30.3,100.1,46.1,17.0,29.2,"Johnson County, Iowa",19103,19.95372206796245,16.952928731984663,19103,1383.0,3.0
307,0500000US26099,"Macomb County, Michigan",874759,425723,449036,184009,93978,90031,210417,95004,115413,40.7,94.8,61.5,27.5,34.0,"Macomb County, Michigan",26099,21.035393748449575,24.054282379489667,26099,1322.0,6.0
308,0500000US27131,"Rice County, Minnesota",66523,34196,32327,14884,7971,6913,14345,6494,7851,36.2,105.8,60.9,24.9,36.0,"Rice County, Minnesota",27131,22.374216436420486,21.56397035611743,27131,49.0,1.0
309,0500000US29051,"Cole County, Missouri",76796,38570,38226,17241,8564,8677,17637,8022,9615,39.1,100.9,64.9,27.9,37.0,"Cole County, Missouri",29051,22.450388041043805,22.96603989791135,29051,402.0,3.0
310,0500000US29071,"Franklin County, Missouri",103670,52247,51423,23753,12357,11396,25266,11378,13888,40.4,101.6,67.3,29.0,38.3,"Franklin County, Missouri",29071,22.91212501205749,24.371563615317836,29071,148.0,1.0
311,0500000US33017,"Strafford County, New Hampshire",130090,63074,67016,24199,12064,12135,27721,12946,14775,37.3,94.1,50.0,22.1,27.9,"Strafford County, New Hampshire",33017,18.601737258820815,21.30909370435852,33017,290.0,2.0
312,0500000US36067,"Onondaga County, New York",461809,222736,239073,98023,49715,48308,111857,50184,61673,39.3,93.2,62.1,27.7,34.4,"Onondaga County, New York",36067,21.225874766407756,24.221485505912618,36067,1672.0,5.0
313,0500000US36069,"Ontario County, New York",109864,53729,56135,22309,11594,10715,30168,13801,16367,43.7,95.7,66.7,32.8,33.8,"Ontario County, New York",36069,20.30601470909488,27.459404354474625,36069,399.0,3.0
314,0500000US37069,"Franklin County, North Carolina",67560,32424,35136,14621,6659,7962,16089,7306,8783,40.6,92.3,63.6,28.2,35.4,"Franklin County, North Carolina",37069,21.641503848431025,23.814387211367674,37069,83.0,1.0
315,0500000US37161,"Rutherford County, North Carolina",66826,31983,34843,13782,7024,6758,20307,9572,10735,45.0,91.8,71.4,36.1,35.4,"Rutherford County, North Carolina",37161,20.62370933469009,30.38787298356927,37161,143.0,1.0
316,0500000US39169,"Wayne County, Ohio",115967,57444,58523,28092,14359,13733,28609,13690,14919,38.9,98.2,71.5,30.0,41.5,"Wayne County, Ohio",39169,24.22413272741383,24.669949209688962,39169,184.0,2.0
317,0500000US41019,"Douglas County, Oregon",110283,54333,55950,21351,10747,10604,36923,17437,19486,47.0,97.1,80.8,45.8,35.0,"Douglas County, Oregon",41019,19.360191507303938,33.48022814032988,41019,141.0,2.0
318,0500000US42055,"Franklin County, Pennsylvania",154835,75735,79100,34503,17835,16668,40372,18567,21805,40.7,95.7,71.3,33.1,38.2,"Franklin County, Pennsylvania",42055,22.28372138082475,26.07420802790067,42055,416.0,3.0
319,0500000US42133,"York County, Pennsylvania",448273,221982,226291,98940,51104,47836,110523,50956,59567,40.9,98.1,65.3,28.8,36.5,"York County, Pennsylvania",42133,22.071371686449996,24.65528818376302,42133,921.0,6.0
320,0500000US44007,"Providence County, Rhode Island",636084,309606,326478,129957,66360,63597,139266,61193,78073,37.4,94.8,55.6,23.8,31.8,"Providence County, Rhode Island",44007,20.4307921595261,21.89427811421133,44007,3272.0,13.0
321,0500000US45013,"Beaufort County, South Carolina",188715,91097,97618,35251,16894,18357,63679,29674,34005,45.5,93.3,85.1,50.6,34.6,"Beaufort County, South Carolina",45013,18.679490236600163,33.74347561137164,45013,290.0,2.0
322,0500000US47125,"Montgomery County, Tennessee",205950,102794,103156,54940,28296,26644,28140,12721,15419,30.9,99.6,55.5,14.0,41.5,"Montgomery County, Tennessee",47125,26.67637776159262,13.66351056081573,47125,270.0,1.0
323,0500000US47165,"Sumner County, Tennessee",187149,92547,94602,43916,23631,20285,41123,18423,22700,40.2,97.8,64.4,25.8,38.6,"Sumner County, Tennessee",47165,23.465794634221933,21.973400873101113,47165,441.0,3.0
324,0500000US48251,"Johnson County, Texas",171361,85556,85805,44421,22560,21861,32466,14970,17496,37.0,99.7,65.9,22.9,43.0,"Johnson County, Texas",48251,25.92246777271374,18.9459678690017,48251,137.0,1.0
325,0500000US48309,"McLennan County, Texas",254607,124231,130376,63033,32400,30633,50911,22916,27995,32.9,95.3,64.3,23.6,40.7,"McLennan County, Texas",48309,24.7569784020078,19.99591527334284,48309,861.0,3.0
326,0500000US48397,"Rockwall County, Texas",100657,48922,51735,27170,13847,13323,17129,7789,9340,38.3,94.6,64.5,20.1,44.4,"Rockwall County, Texas",48397,26.992658235393463,17.01719701560746,48397,170.0,3.0
327,0500000US48409,"San Patricio County, Texas",66893,34023,32870,17745,9380,8365,13785,6774,7011,36.7,103.5,71.0,25.7,45.4,"San Patricio County, Texas",48409,26.52743934342906,20.607537410491382,48409,75.0,1.0
328,0500000US49049,"Utah County, Utah",622213,314444,307769,207710,106817,100893,68027,31823,36204,24.9,102.2,69.8,13.1,56.7,"Utah County, Utah",49049,33.3824590614468,10.933072758042664,49049,1033.0,6.0
329,0500000US51179,"Stafford County, Virginia",149960,75079,74881,39247,19502,19745,22866,10938,11928,35.8,100.3,57.3,16.2,41.2,"Stafford County, Virginia",51179,26.17164577220592,15.248066150973594,51179,100.0,1.0
330,0500000US51510,"Alexandria city, Virginia",160530,77087,83443,29435,15035,14400,27776,12539,15237,36.5,92.4,44.0,17.6,26.4,"Alexandria city, Virginia",51510,18.33613654768579,17.30268485641313,51510,318.0,1.0
331,0500000US53077,"Yakima County, Washington",251446,125234,126212,74450,37897,36553,47905,22348,25557,33.3,99.2,76.2,24.1,52.2,"Yakima County, Washington",53077,29.608743030312674,19.05180436356116,53077,528.0,4.0
332,0500000US01089,"Madison County, Alabama",366519,178964,187555,80048,40875,39173,76390,34238,42152,38.5,95.4,58.8,24.1,34.7,"Madison County, Alabama",01089,21.840068318422784,20.84203001754343,01089,1178.0,5.0
333,0500000US06087,"Santa Cruz County, California",274255,134866,139389,52617,26881,25736,63875,29885,33990,37.9,96.8,55.6,25.7,29.8,"Santa Cruz County, California",06087,19.185429618420812,23.29036845271736,06087,432.0,5.0
334,0500000US12085,"Martin County, Florida",160912,79107,81805,26502,13406,13096,62829,28852,33977,52.5,96.7,91.6,60.0,31.6,"Martin County, Florida",12085,16.469871731132542,39.04556527791588,12085,558.0,5.0
335,0500000US15003,"Honolulu County, Hawaii",980080,492913,487167,207907,106908,100999,233253,105429,127824,38.1,101.2,63.7,29.0,34.7,"Honolulu County, Hawaii",15003,21.213268304628194,23.79938372377765,15003,2459.0,16.0
336,0500000US16055,"Kootenai County, Idaho",161505,79091,82414,36630,18001,18629,40751,19630,21121,40.6,96.0,71.2,32.4,38.8,"Kootenai County, Idaho",16055,22.68041237113402,25.232036159871214,16055,396.0,4.0
337,0500000US17113,"McLean County, Illinois",172828,84289,88539,37134,19296,17838,32371,14305,18066,33.4,95.2,53.0,20.1,32.9,"McLean County, Illinois",17113,21.486101789061955,18.73018260929942,17113,200.0,1.0
338,0500000US17161,"Rock Island County, Illinois",143477,69273,74204,31980,15888,16092,36152,15981,20171,40.4,93.4,69.6,31.8,37.8,"Rock Island County, Illinois",17161,22.28928678464144,25.197069913644693,17161,444.0,2.0
339,0500000US18157,"Tippecanoe County, Indiana",193048,98987,94061,40134,21158,18976,31377,14089,17288,28.2,105.2,47.9,17.2,30.7,"Tippecanoe County, Indiana",18157,20.789648170403215,16.253470639426464,18157,813.0,7.0
340,0500000US18177,"Wayne County, Indiana",65936,31452,34484,14475,7452,7023,17048,7557,9491,40.3,91.2,69.0,31.9,37.1,"Wayne County, Indiana",18177,21.95310604222276,25.85537490900267,18177,251.0,2.0
341,0500000US19193,"Woodbury County, Iowa",102539,51134,51405,26651,13900,12751,22617,9624,12993,36.7,99.5,70.6,26.3,44.4,"Woodbury County, Iowa",19193,25.99108631837642,22.05697344425048,19193,830.0,2.0
342,0500000US21145,"McCracken County, Kentucky",65346,30816,34530,14253,7062,7191,18167,7224,10943,42.8,89.2,73.3,35.5,37.8,"McCracken County, Kentucky",21145,21.811587549352677,27.801242616227466,21145,708.0,2.0
343,0500000US22073,"Ouachita Parish, Louisiana",154475,74556,79919,39163,20188,18975,33445,14956,18489,35.5,93.3,67.1,24.7,42.4,"Ouachita Parish, Louisiana",22073,25.352322382262503,21.65075254895614,22073,679.0,6.0
344,0500000US23001,"Androscoggin County, Maine",107679,53089,54590,22257,11681,10576,26687,11652,15035,41.9,97.3,62.8,29.2,33.7,"Androscoggin County, Maine",23001,20.669768478533417,24.783848289824387,23001,483.0,2.0
345,0500000US27037,"Dakota County, Minnesota",425423,208780,216643,103633,53012,50621,84706,37830,46876,38.2,96.4,62.0,22.6,39.5,"Dakota County, Minnesota",27037,24.359989939424995,19.91100622204253,27037,259.0,3.0
346,0500000US27123,"Ramsey County, Minnesota",550210,268736,281474,128233,65779,62454,112223,48948,63275,35.1,95.5,60.6,23.2,37.4,"Ramsey County, Minnesota",27123,23.30619218116719,20.396394104069355,27123,1907.0,6.0
347,0500000US36015,"Chemung County, New York",84254,40747,43507,17598,9210,8388,22180,9342,12838,43.1,93.7,68.4,33.2,35.2,"Chemung County, New York",36015,20.886842167730908,26.32515963633774,36015,391.0,2.0
348,0500000US42097,"Northumberland County, Pennsylvania",91083,46104,44979,17800,8936,8864,26535,12065,14470,44.6,102.5,69.8,36.6,33.2,"Northumberland County, Pennsylvania",42097,19.542614977547952,29.132769012878363,42097,173.0,2.0
349,0500000US46103,"Pennington County, South Dakota",111729,56411,55318,25304,13522,11782,29425,13577,15848,40.1,102.0,69.4,31.0,38.4,"Pennington County, South Dakota",46103,22.647656382854944,26.33604525235167,46103,509.0,5.0
350,0500000US48037,"Bowie County, Texas",94324,47223,47101,22688,11255,11433,21570,9872,11698,37.5,100.3,67.5,27.2,40.3,"Bowie County, Texas",48037,24.053263220389294,22.86798693863704,48037,841.0,6.0
351,0500000US48141,"El Paso County, Texas",840758,414919,425839,228101,116242,111859,146106,63056,83050,32.5,97.4,65.0,20.2,44.8,"El Paso County, Texas",48141,27.13039899709548,17.377889951686456,48141,2466.0,16.0
352,0500000US49053,"Washington County, Utah",171700,84845,86855,44725,23505,21220,46419,22049,24370,38.2,97.7,91.5,41.6,49.9,"Washington County, Utah",49053,26.04834012813046,27.034944670937683,49053,261.0,1.0
353,0500000US51003,"Albemarle County, Virginia",108718,51711,57007,21527,10879,10648,28230,12515,15715,38.6,90.7,64.2,31.7,32.5,"Albemarle County, Virginia",51003,19.800768961901433,25.966261336669184,51003,285.0,4.0
354,0500000US51680,"Lynchburg city, Virginia",82126,38123,44003,16004,7535,8469,16795,6895,9900,28.4,86.6,51.5,22.0,29.5,"Lynchburg city, Virginia",51680,19.48712953266931,20.45028371039622,51680,738.0,3.0
355,0500000US53063,"Spokane County, Washington",514631,253650,260981,114053,57465,56588,113934,52003,61931,37.8,97.2,62.3,26.3,36.0,"Spokane County, Washington",53063,22.16209283933537,22.13896947521622,53063,1881.0,10.0
356,0500000US55097,"Portage County, Wisconsin",70942,35628,35314,13929,7256,6673,16085,7581,8504,37.1,100.9,56.4,25.7,30.7,"Portage County, Wisconsin",55097,19.634349186659524,22.673451551972036,55097,94.0,1.0
357,0500000US01043,"Cullman County, Alabama",83442,40794,42648,18892,9304,9588,21664,10125,11539,40.6,95.7,70.3,31.7,38.5,"Cullman County, Alabama",01043,22.64087629730831,25.962944320605928,01043,185.0,2.0
358,0500000US06037,"Los Angeles County, California",10105518,4982529,5122989,2188893,1120903,1067990,1949791,873538,1076253,36.7,97.3,54.5,21.0,33.5,"Los Angeles County, California",06037,21.66037406494155,19.294320192195986,06037,30371.0,127.0
359,0500000US06061,"Placer County, California",393149,193296,199853,87122,45539,41583,103122,46395,56727,42.3,96.7,71.5,33.5,38.0,"Placer County, California",06061,22.16004619113873,26.229750043876493,06061,748.0,4.0
360,0500000US09013,"Tolland County, Connecticut",150921,75123,75798,26203,13070,13133,34279,16533,17746,36.7,99.1,50.3,24.2,26.1,"Tolland County, Connecticut",09013,17.362063596186083,22.713207572173523,09013,174.0,2.0
361,0500000US10005,"Sussex County, Delaware",229286,111003,118283,42252,21277,20975,84619,39415,45204,50.6,93.8,86.1,51.8,34.3,"Sussex County, Delaware",10005,18.427640588609858,36.90543687796028,10005,476.0,3.0
362,0500000US13031,"Bulloch County, Georgia",77296,38232,39064,14940,7620,7320,12960,6232,6728,28.1,97.9,43.6,15.9,27.8,"Bulloch County, Georgia",13031,19.32829641896088,16.76671496584558,13031,190.0,2.0
363,0500000US13115,"Floyd County, Georgia",97927,46055,51872,22625,10992,11633,22880,10086,12794,38.4,88.8,66.6,28.1,38.5,"Floyd County, Georgia",13115,23.10394477518968,23.364342826799557,13115,910.0,5.0
364,0500000US13217,"Newton County, Georgia",109541,52294,57247,28413,15157,13256,20765,9030,11735,36.8,91.3,64.1,21.5,42.6,"Newton County, Georgia",13217,25.9382331729672,18.956372499794597,13217,97.0,1.0
365,0500000US17031,"Cook County, Illinois",5180493,2516466,2664027,1129672,575213,554459,1071308,467015,604293,37.0,94.5,57.3,23.0,34.3,"Cook County, Illinois",17031,21.80626438449005,20.679653461552792,17031,18259.0,66.0
366,0500000US21047,"Christian County, Kentucky",71671,37000,34671,19005,8970,10035,12553,5597,6956,28.2,106.7,63.6,20.3,43.4,"Christian County, Kentucky",21047,26.51700129759596,17.514754921795426,21047,786.0,3.0
367,0500000US25011,"Franklin County, Massachusetts",70963,34401,36562,12746,6371,6375,22771,10402,12369,46.7,94.1,65.8,36.0,29.8,"Franklin County, Massachusetts",25011,17.961472880233362,32.0885531896904,25011,89.0,1.0
368,0500000US25013,"Hampden County, Massachusetts",470406,227450,242956,101138,52059,49079,109583,48015,61568,39.1,93.6,61.9,27.1,34.8,"Hampden County, Massachusetts",25013,21.500150933448978,23.29540864699855,25013,1773.0,10.0
369,0500000US26155,"Shiawassee County, Michigan",68192,33604,34588,14566,7523,7043,17634,8605,9029,42.7,97.2,66.2,30.7,35.5,"Shiawassee County, Michigan",26155,21.360276865321445,25.85933833880807,26155,107.0,1.0
370,0500000US29047,"Clay County, Missouri",246365,120169,126196,59577,30363,29214,49877,22592,27285,37.3,95.2,62.1,22.9,39.2,"Clay County, Missouri",29047,24.182412274470806,20.24516469466036,29047,905.0,6.0
371,0500000US30063,"Missoula County, Montana",118791,59085,59706,22121,11481,10640,25583,12021,13562,36.3,99.0,51.5,23.3,28.2,"Missoula County, Montana",30063,18.621781111363656,21.536143310520156,30063,404.0,2.0
372,0500000US30111,"Yellowstone County, Montana",160137,78902,81235,37615,18981,18634,38150,17065,21085,37.9,97.1,67.9,28.5,39.4,"Yellowstone County, Montana",30111,23.489262319139236,23.823351255487488,30111,630.0,3.0
373,0500000US36045,"Jefferson County, New York",111755,58729,53026,26799,13667,13132,21841,9850,11991,33.0,110.8,60.8,22.2,38.6,"Jefferson County, New York",36045,23.980135116997005,19.543644579660864,36045,344.0,3.0
374,0500000US39063,"Hancock County, Ohio",75930,37308,38622,16770,8198,8572,17527,7524,10003,39.6,96.6,63.9,27.7,36.2,"Hancock County, Ohio",39063,22.086131963650733,23.08310285789543,39063,176.0,1.0
375,0500000US39151,"Stark County, Ohio",371574,180157,191417,79683,40625,39058,97680,43178,54502,42.0,94.1,69.0,32.8,36.2,"Stark County, Ohio",39151,21.44471895234866,26.288168709328424,39151,1740.0,7.0
376,0500000US42005,"Armstrong County, Pennsylvania",65263,32871,32392,12342,6432,5910,19628,9240,10388,46.6,101.5,68.9,36.9,31.9,"Armstrong County, Pennsylvania",42005,18.911174785100286,30.07523405298561,42005,155.0,1.0
